species,previous_name,notes,dissected,ID,Genus,SP,colletor,full_locality_in_label,country,state,locality,updated locality,are_coordinates_original,longitude,latitude,is_date_legible,day_start,month_start,year_start,day_end,month_end,year_end,collection,metadata_notes,sex,head_width,eyes_above,rotrum_width_base,rostrum_width_apex,rostrum_length,pronotum_length,pronotum_width,scutellum_length,scutellum_width,eyes_below,eye_height,eye_length,elytra_length,elytrum_width,prosternum_length,coxae_width,antennae_scape_length,antennae_scape_width,antennae_flagellum_1_length,antennae_flagellum_2_length,antennae_flagellum_3_length,antennae_flagellum_4_length,antennae_flagellum_5_length,antennae_flagellum_6_length,antennae_flagellum_7_length,antennae_flagellum_1_width,antennae_flagellum_2_width,antennae_flagellum_3_width,antennae_flagellum_4_width,antennae_flagellum_5_width,antennae_flagellum_6_width,antennae_flagellum_7_width,antennae_club_length,antennae_club_width,antennae_flagellum_total_length,antennae_flagellum_max_width,femur_length,femur_width,tibia_length,tibia_width
Anchylorhynchus_bicarinatus,Anchylorhynchus_bicarinatus,bicarinatus,F,bicarinatus_2,Anchylorhynchus,bicarinatus,J. B. Heppner,"PERU: Madre de Dios; Rio Tambopata Res; 30 air km.SW Pto. Maldonado, 290 m.",Peru,Madre de Dios,"Puerto Maldonado, Rio Tambopata",NA,F,-69.183333,-12.6,T,6,11,1979,10,11,1979,USNM,,male,0.6790,0.1550,0.2850,0.3740,1.0350,0.8140,1.2460,0.1230,0.0850,0.1980,0.4160,0.3180,2.9510,1.0760,0.2190,0.3090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicarinatus,Anchylorhynchus_bicarinatus,bicarinatus,F,bicarinatus_3,Anchylorhynchus,bicarinatus,H. Wolda,"CANAL ZONE, Barro Colorado Is.",Panama,Canal Zone,Barro Colorado Island,NA,F,-79.848056,9.154722,T,26,11,1976,NA,NA,NA,USNM,,male,0.6110,0.1140,0.2630,0.3310,0.9220,0.6980,1.0860,0.1210,0.0870,NA,NA,NA,2.8090,0.8530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicarinatus,Anchylorhynchus_bicarinatus,bicarinatus,F,bicarinatus_4,Anchylorhynchus,bicarinatus,H. Wolda,"CANAL ZONE, Barro Colorado Is.",Panama,Canal Zone,Barro Colorado Island,NA,F,-79.848056,9.154722,T,5,11,1976,NA,NA,NA,USNM,,male,0.6750,0.1400,0.2800,0.3590,1.0420,0.7850,1.2110,0.1230,0.0920,NA,NA,NA,2.9510,1.0160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicarinatus,Anchylorhynchus_bicarinatus,bicarinatus,F,bicarinatus_5,Anchylorhynchus,bicarinatus,H. Wolda,"CANAL ZONE, Barro Colorado Is.",Panama,Canal Zone,Barro Colorado Island,NA,F,-79.848056,9.154722,T,26,11,1976,NA,NA,NA,USNM,,male,0.5700,0.1170,0.2260,0.3060,0.8790,0.6620,0.9500,0.1000,0.0670,0.1610,0.3950,0.2930,2.4830,0.8100,0.2120,0.2530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicarinatus,Anchylorhynchus_bicarinatus,bicarinatus,F,bicarinatus_6,Anchylorhynchus,bicarinatus,J. B. Heppner,"PERU: Madre de Dios; Rio Tambopata Res; 30 air km.SW Pto. Maldonado, 290 m.",Peru,Madre de Dios,"Puerto Maldonado, Rio Tambopata",NA,F,-69.183333,-12.6,T,21,11,1979,25,11,1979,USNM,,female,0.7150,0.1720,0.3050,0.3870,1.1220,0.9030,1.3820,0.1340,0.1140,NA,NA,NA,3.3760,1.1410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicarinatus,Anchylorhynchus_bicarinatus,bicarinatus,F,bicarinatus_7,Anchylorhynchus,bicarinatus,J. B. Heppner,"PERU: Madre de Dios; Rio Tambopata Res; 30 air km.SW Pto. Maldonado, 290 m.",Peru,Madre de Dios,"Puerto Maldonado, Rio Tambopata",NA,F,-69.183333,-12.6,T,21,11,1979,25,11,1979,USNM,,female,0.6440,0.1300,0.2550,0.3530,0.9150,0.7630,1.1480,0.1250,0.1070,NA,NA,NA,2.7090,0.9310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicarinatus,Anchylorhynchus_bicarinatus,bicarinatus,F,bicarinatus_8,Anchylorhynchus,bicarinatus,WD & SS Duckworth,PANAMA: Barro Colorado Isl.,Panama,Canal Zone,Barro Colorado Island,NA,F,-79.848056,9.154722,T,18,4,1964,28,4,1964,USNM,,female,0.6650,0.1240,0.2800,0.3570,0.9920,0.7650,1.1850,NA,NA,NA,NA,NA,2.9620,1.0120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicarinatus,Anchylorhynchus_bicarinatus,bicarinatus,F,bicarinatus_9,Anchylorhynchus,bicarinatus,H. Wolda,"CANAL ZONE, Barro Colorado Is.",Panama,Canal Zone,Barro Colorado Island,NA,F,-79.848056,9.154722,T,5,11,1976,NA,NA,NA,USNM,,female,0.6380,0.1220,0.2660,0.3490,0.9250,0.7450,1.1130,0.1200,0.0780,NA,NA,NA,2.7830,0.8940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_parcus_bicolor,parcus bicolor,F,bicolor_1,Anchylorhynchus,bicolor,no data,Jatahy Prov. Goyas. Brésil,Brazil,Goiás,Jataí,NA,F,-51.7144,-17.8814,T,NA,NA,NA,NA,NA,NA,DEI,,male,0.8620,0.2860,0.3340,0.4270,1.8550,1.3230,2.2160,0.1430,0.1610,NA,NA,NA,4.4840,1.5220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_parcus_bicolor,parcus bicolor,F,bicolor_2,Anchylorhynchus,bicolor,no data,Jatahy Prov. Goyas. Brésil,Brazil,Goiás,Jataí,NA,F,-51.7144,-17.8814,T,NA,NA,NA,NA,NA,NA,DEI,,male,0.8400,0.2640,0.3130,0.4210,1.4180,1.0460,1.6900,0.1780,0.2030,NA,NA,NA,3.4840,1.2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_7,Anchylorhynchus,bicolor,Ilse Gottsberger,Botucatu-SP,Brazil,São Paulo,Botucatu,NA,F,-48.445,-22.8858,T,23,7,1970,NA,NA,NA,MZSP,,male,0.9690,0.3140,0.3830,0.4730,1.6790,1.2400,1.9960,0.2070,0.2200,0.2010,0.6310,0.4100,4.0040,1.3020,0.4240,0.4470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_8,Anchylorhynchus,bicolor,Ilse Gottsberger,Botucatu-SP,Brazil,São Paulo,Botucatu,NA,F,-48.445,-22.8858,T,18,9,1970,NA,NA,NA,MZSP,,male,0.9690,0.3390,0.3770,0.4900,1.7440,1.2620,2.0400,0.1940,0.2060,NA,NA,NA,4.1510,1.3610,0.4190,0.4620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_9,Anchylorhynchus,bicolor,Ilse Gottsberger,Botucatu-SP,Brazil,São Paulo,Botucatu,NA,F,-48.445,-22.8858,T,4,9,1970,NA,NA,NA,MZSP,,male,0.9960,0.3500,0.3830,0.4790,1.9260,1.3470,2.0940,0.2210,0.2080,NA,NA,NA,4.3110,1.3770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_10,Anchylorhynchus,bicolor,Ilse Gottsberger,Botucatu-SP,Brazil,São Paulo,Botucatu,NA,F,-48.445,-22.8858,T,8,1,1971,NA,NA,NA,MZSP,,male,1.0320,0.3930,0.4320,0.5060,1.9700,1.4310,2.3070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,T,bicolor_11,Anchylorhynchus,bicolor,E. Trajano,Bonito-MS,Brazil,Mato Grosso do Sul,Bonito,NA,F,-56.4819,-21.1211,T,15,10,1990,NA,NA,NA,MZSP,,male,1.1400,0.3590,0.4510,0.5950,2.3190,1.6990,2.7000,0.2850,0.2710,0.2250,0.8490,0.5060,5.3940,1.7450,0.4590,0.5280,1.4990,0.1750,0.2090,0.1490,0.1150,0.0810,0.0920,0.1050,NA,0.1050,0.1150,0.1180,0.1130,0.1340,0.1540,NA,0.8910,0.1990,0.7510,0.1540,1.8830,0.6380,1.6790,0.3000
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_12,Anchylorhynchus,bicolor,no data,Paraguay,Paraguay,no data,no data,NA,F,NA,NA,T,NA,NA,NA,NA,NA,NA,DEI,,male,0.9190,0.3170,0.3030,0.3780,1.6800,1.2690,2.0140,0.1890,0.2030,0.1900,0.6590,0.3860,4.1160,1.3600,0.3840,0.4420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_1,Anchylorhynchus,bicolor,no data,Jatahy Prov. Goyas. Brésil,Brazil,Goiás,Jataí,NA,F,-51.7144,-17.8814,T,NA,NA,NA,NA,NA,NA,DEI,,female,1.1030,0.3610,0.4320,0.5520,2.0530,1.5630,2.5240,0.2610,NA,NA,NA,NA,4.7040,1.5980,0.4730,0.5310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_2,Anchylorhynchus,bicolor,no data,Jatahy Prov. Goyas. Brésil,Brazil,Goiás,Jataí,NA,F,-51.7144,-17.8814,T,NA,NA,NA,NA,NA,NA,DEI,,female,1.1050,0.3670,0.4210,0.5340,1.9870,1.4540,2.3840,0.2590,0.2200,NA,NA,NA,4.9160,1.5760,0.4100,0.4550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_3,Anchylorhynchus,bicolor,Ilse Gottsberger,Botucatu-SP,Brazil,São Paulo,Botucatu,NA,F,-48.445,-22.8858,T,4,9,1970,NA,NA,NA,MZSP,,female,1.1090,0.3800,0.4220,0.5230,1.7130,1.2520,1.8760,0.1870,0.2120,NA,NA,NA,4.1190,1.3490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_4,Anchylorhynchus,bicolor,Ilse Gottsberger,Botucatu-SP,Brazil,São Paulo,Botucatu,NA,F,-48.445,-22.8858,T,4,9,1970,NA,NA,NA,MZSP,,female,1.0340,0.3610,0.4080,0.5340,2.0040,1.4050,2.2410,0.2130,0.2100,NA,NA,NA,4.6660,1.6090,0.5220,0.5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_5,Anchylorhynchus,bicolor,Ilse Gottsberger,Botucatu-SP,Brazil,São Paulo,Botucatu,NA,F,-48.445,-22.8858,T,18,9,1970,NA,NA,NA,MZSP,,female,1.0840,0.3500,0.3910,0.5040,1.8250,1.2340,2.0190,0.2200,0.1940,NA,NA,NA,4.2280,1.4810,0.4190,0.4550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bicolor,Anchylorhynchus_bicolor,bicolor,F,bicolor_6,Anchylorhynchus,bicolor,no data,Paraguay,Paraguay,no data,no data,NA,F,NA,NA,T,NA,NA,NA,NA,NA,NA,DEI,,female,1.0410,0.3750,0.4200,0.5070,1.8390,1.3760,2.2450,0.2330,0.2110,NA,NA,NA,4.4650,1.5440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bucki,,NA,T,bucki_6,Anchylorhynchus,bucki,U. Martins,Itu-SP,Brazil,São Paulo,Itu,NA,F,-47.2992,-23.2642,T,7,12,1960,NA,NA,NA,MZSP,,male,1.0040,0.2700,0.4640,0.6600,1.0440,1.4750,2.0450,0.1590,0.1700,0.3650,0.5790,0.3020,4.2340,1.2130,0.3930,0.4750,0.7530,0.1270,0.1620,0.1240,0.0960,0.0830,0.0930,0.0970,NA,0.1020,0.0920,0.0920,0.1050,0.1130,0.1310,NA,0.3420,0.1920,0.6550,0.1310,1.3730,0.4940,1.2270,0.2180
Anchylorhynchus_bucki,,NA,F,bucki_7,Anchylorhynchus,bucki,U. Martins,Itu-SP,Brazil,São Paulo,Itu,NA,F,-47.2992,-23.2642,T,7,12,1960,NA,NA,NA,MZSP,,male,0.9700,0.2450,0.4400,0.6220,0.9570,1.3620,1.9410,0.1580,0.1400,NA,NA,NA,3.8660,1.1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bucki,,NA,F,bucki_8,Anchylorhynchus,bucki,U. Martins,Itu-SP,Brazil,São Paulo,Itu,NA,F,-47.2992,-23.2642,T,7,12,1960,NA,NA,NA,MZSP,,male,0.9950,0.2770,0.4450,0.6360,1.0530,1.3680,2.0070,NA,NA,NA,NA,NA,4.1920,1.2990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bucki,,NA,F,bucki_9,Anchylorhynchus,bucki,U. Martins,Itu-SP,Brazil,São Paulo,Itu,NA,F,-47.2992,-23.2642,T,7,12,1960,NA,NA,NA,MZSP,,male,0.9120,0.2410,0.4310,0.5690,0.9130,1.2370,1.7780,0.1560,0.1320,NA,NA,NA,3.6840,1.1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bucki,,NA,F,bucki_1,Anchylorhynchus,bucki,U. Martins,Itu-SP,Brazil,São Paulo,Itu,NA,F,-47.2992,-23.2642,T,13,11,1960,NA,NA,NA,MZSP,,female,0.9750,0.2310,0.3990,0.6050,0.9400,1.2430,1.7930,0.1440,0.1670,NA,NA,NA,4.0100,1.1850,0.3700,0.3940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bucki,,NA,F,bucki_2,Anchylorhynchus,bucki,U. Martins,Itu-SP,Brazil,São Paulo,Itu,NA,F,-47.2992,-23.2642,T,7,12,1960,NA,NA,NA,MZSP,,female,0.8770,0.2190,0.4010,0.5740,0.8560,1.0790,1.6500,0.1260,0.1090,NA,NA,NA,3.6770,1.1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bucki,,NA,F,bucki_3,Anchylorhynchus,bucki,U. Martins,Itu-SP,Brazil,São Paulo,Itu,NA,F,-47.2992,-23.2642,T,7,12,1960,NA,NA,NA,MZSP,,female,1.0270,0.2650,0.4810,NA,NA,1.4120,2.0540,0.1700,0.1480,0.3260,0.5960,0.3260,4.4830,1.3770,0.4700,0.4740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bucki,,NA,F,bucki_4,Anchylorhynchus,bucki,U. Martins,Itu-SP,Brazil,São Paulo,Itu,NA,F,-47.2992,-23.2642,T,13,11,1960,NA,NA,NA,MZSP,,female,1.0840,0.2730,0.4580,0.7030,1.1190,1.4390,2.0810,NA,NA,NA,NA,NA,4.5140,1.3750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_bucki,,NA,F,bucki_5,Anchylorhynchus,bucki,U. Martins,Itu-SP,Brazil,São Paulo,Itu,NA,F,-47.2992,-23.2642,T,7,12,1960,NA,NA,NA,MZSP,,female,0.8620,0.2110,0.3980,0.5550,0.8470,1.1210,1.6350,0.1620,0.1090,0.2320,0.4500,0.2700,3.6210,1.0920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_burmeisteri,,NA,F,burmeisteri_1,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,29,1,2010,NA,NA,NA,MZSP,,male,1.4640,0.5290,0.6340,0.7560,2.4950,1.9120,3.0640,0.3430,0.3790,0.5750,NA,NA,6.4600,2.1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_burmeisteri,,NA,F,burmeisteri_2,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,29,1,2010,NA,NA,NA,MZSP,,male,1.4710,0.5510,0.5860,0.7490,2.6770,1.8710,3.0550,0.3770,0.3930,0.5530,NA,NA,6.6440,2.1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_burmeisteri,,NA,F,burmeisteri_3,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,29,1,2010,NA,NA,NA,MZSP,,male,1.4450,0.5240,0.5920,0.7490,2.6780,1.8940,3.0680,0.3370,0.3810,0.5660,NA,NA,6.6300,2.2330,0.6220,0.7650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_burmeisteri,,NA,F,burmeisteri_4,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,29,1,2010,NA,NA,NA,MZSP,,male,1.3600,0.4850,0.5830,0.7190,2.4640,1.7140,2.9180,0.3370,0.3990,0.5440,0.7740,0.5860,5.8590,1.9010,0.5950,0.6760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_burmeisteri,,NA,F,burmeisteri_5,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,29,1,2010,NA,NA,NA,MZSP,,male,1.4300,0.4890,0.5860,0.7340,2.6060,1.8410,2.9960,0.3210,0.4460,0.5620,,,6.7890,2.1490,0.6280,0.7290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_burmeisteri,,NA,T,burmeisteri_11,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,29,1,2010,NA,NA,NA,MZSP,,male,1.3210,0.4840,0.5730,0.7280,2.4400,1.7140,2.8840,0.2980,0.3710,0.5170,0.8080,0.5850,6.0600,2.0570,0.5570,0.6750,1.6940,0.1900,0.3360,0.3160,0.2270,0.1580,0.1500,0.2010,NA,0.1340,0.1190,0.1310,0.1360,0.1420,0.1820,NA,0.5180,0.2810,1.3880,0.1820,2.2640,0.7480,2.1030,0.3530
Anchylorhynchus_burmeisteri,,NA,F,burmeisteri_6,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,29,1,2010,NA,NA,NA,MZSP,,female,1.4720,0.5020,0.6020,0.7870,2.4950,1.9350,3.2930,0.3810,0.4350,0.6090,NA,NA,6.7620,2.2730,0.6440,0.7460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_burmeisteri,,NA,F,burmeisteri_7,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,28,1,2010,NA,NA,NA,MZSP,,female,1.4760,0.5310,0.6490,0.7830,2.3640,1.8540,3.2250,0.2920,0.4010,0.6210,0.8700,0.5730,6.4930,2.2190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_burmeisteri,,NA,F,burmeisteri_8,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,28,1,2010,NA,NA,NA,MZSP,,female,1.5320,0.5440,0.6100,0.8250,2.7960,2.0200,3.4230,0.3190,0.4420,0.6560,0.9420,0.6430,7.2810,2.4420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_burmeisteri,,NA,F,burmeisteri_9,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,28,1,2010,NA,NA,NA,MZSP,,female,1.4950,0.5270,0.6050,0.8010,2.6620,1.9850,3.2540,0.3430,0.4640,0.6150,0.8970,0.6040,7.1290,2.3270,0.6440,0.7860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_burmeisteri,,NA,F,burmeisteri_10,Anchylorhynchus,burmeisteri,"Medeiros, B.A.S",NA,Argentina,Entre Rios,"Ubajay, Refúgio de Vida Silvestre La Aurora del Palmar",NA,T,-58.35152,-31.8187,T,28,1,2010,NA,NA,NA,MZSP,,female,1.4940,0.5450,0.6390,0.8130,2.6600,2.0020,3.3200,0.3770,0.4080,0.6560,0.9340,0.6260,6.9800,2.3270,0.6280,0.7830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,cotipo,F,camposi_1,Anchylorhynchus,camposi,Bondar,Jiqui,Brazil,Bahia,Jiqui,"Iramaia, Novo Acre",F,-41.1083,-13.4167,T,1,5,1941,NA,NA,NA,MZSP,,male,1.1240,0.3660,0.4620,0.6830,1.7970,1.5370,2.3220,0.1840,0.1900,NA,NA,NA,4.7310,1.5540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,F,camposi_4,Anchylorhynchus,camposi,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,male,0.9390,0.2790,0.4020,0.5400,1.4970,1.2610,1.9150,0.1440,0.1770,0.2730,0.5270,0.3370,3.6210,1.1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,F,camposi_6,Anchylorhynchus,camposi,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,male,0.8200,0.2480,0.3440,0.4750,1.2430,1.0850,1.6410,0.1030,0.1310,0.2300,0.4570,0.3070,3.0960,1.0060,0.4330,0.3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchylorhynchus_camposi,,outro,F,camposi_7,Anchylorhynchus,camposi,Vanin,"Serra do Cipó, Jaboticatubas-MG",Brazil,Minas Gerais,"Jaboticatubas, Serra do Cipó",NA,F,-43.74,-19.51,T,6,10,1975,10,10,1975,MZSP,,male,0.8650,0.2520,0.3460,0.5040,1.3820,1.1510,1.6980,0.1410,0.1470,NA,NA,NA,3.3780,1.0270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
